School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,0,0,1
Benefield ES,3,1,0,4
Bethesda ES,2,0,0,2
Brookwood HS,2,0,0,2
Creekland MS,1,0,0,1
Crews MS,3,1,0,4
Dacula HS,0,1,1,2
Dacula MS,2,0,0,2
Duluth HS,3,1,0,4
Duluth MS,0,0,3,3
Duncan Creek ES,8,0,0,8
Dyer ES,13,0,1,14
Five Forks MS,1,0,0,1
Fort Daniel ES,1,0,0,1
Graves ES,1,0,1,2
Grayson ES,0,0,1,1
Hull MS,0,0,1,1
Ivy Creek ES,0,0,1,1
Jackson ES,3,0,0,3
Jones MS,4,0,0,4
Knight ES,1,0,1,2
Level Creek ES,1,0,0,1
Lilburn ES,4,1,2,7
Magill ES,1,0,0,1
McClure Health Science HS,1,0,0,1
McConnell MS,0,0,1,1
Mill Creek HS,3,0,0,3
Norcross HS,4,0,0,4
North Gwinnett HS,2,2,0,4
North Gwinnett MS,1,0,1,2
Osborne MS,2,0,0,2
Parkview HS,1,1,0,2
Paul Duke STEM HS,1,1,0,2
Peachtree ES,0,0,1,1
Puckett's Mill ES,1,0,0,1
Radloff MS,6,1,1,8
Richards MS,0,0,1,1
Roberts ES,1,0,0,1
Simpson ES,13,1,0,14
South Gwinnett HS,2,0,1,3
Sweetwater MS,1,0,0,1
Trickum MS,1,0,0,1
Trip ES,2,0,0,2
