School,Close Contact,Positive Case,Suspected Case,Total
Alford ES,2,0,0,2
Archer HS,2,0,0,2
Baldwin ES,1,0,0,1
Bay Creek MS,1,0,1,2
Beaver Ridge ES,31,3,2,36
Berkmar HS,15,2,2,19
Berkmar MS,1,0,1,2
Bethesda ES,13,1,0,14
Brookwood ES,2,0,0,2
Brookwood HS,10,1,0,11
Camp Creek ES,9,1,0,10
Cedar Hill ES,5,1,1,7
Centerville ES,2,0,0,2
Central Gwinnett HS,1,0,1,2
Chattahoochee ES,2,0,0,2
Coleman MS,2,0,0,2
Collins Hill HS,2,0,0,2
Cooper ES,2,0,0,2
Couch MS,4,0,1,5
Craig ES,1,0,0,1
Creekland MS,1,0,0,1
Crews MS,3,0,0,3
Dacula ES,0,0,2,2
Dacula HS,1,1,1,3
Discovery HS,3,0,0,3
Duluth HS,2,1,2,5
Duluth MS,2,0,1,3
Duncan Creek ES,2,0,0,2
Dyer ES,0,2,0,2
Ferguson ES,21,1,0,22
Five Forks MS,1,0,0,1
Fort Daniel ES,1,0,0,1
Freeman's Mill ES,2,0,0,2
Grace Snell MS,1,1,2,4
Graves ES,3,1,0,4
Grayson ES,2,0,0,2
Grayson HS,2,0,0,2
Gwin Oaks ES,3,1,0,4
Harbins ES,3,0,0,3
Harmony ES,1,0,0,1
Harris ES,2,0,0,2
Hopkins ES,1,0,0,1
Hull MS,3,0,0,3
International Transition Center,2,0,0,2
Ivy Creek ES,6,0,0,6
Jones MS,1,0,0,1
Jordan MS,8,0,1,9
Knight ES,2,0,1,3
Lanier HS,6,0,2,8
Lanier MS,1,0,0,1
Lawrenceville ES,8,1,0,9
Level Creek ES,2,1,0,3
Lilburn MS,3,0,1,4
Mason ES,12,2,0,14
Maxwell,1,0,0,1
Maxwell HS of Technology,1,1,0,2
McClure Health Science HS,2,0,0,2
McKendree ES,0,1,0,1
Meadowcreek HS,7,1,1,9
Mill Creek HS,4,2,0,6
Minor ES,35,0,1,36
Mountain Park ES,4,1,0,5
Mountain View HS,12,0,2,14
Mulberry ES,1,0,0,1
Nesbit ES,5,0,0,5
Norcross ES,0,0,1,1
Norcross HS,0,1,0,1
North Gwinnett HS,23,2,0,25
North Gwinnett MS,9,2,0,11
Oakland Meadow School,0,1,0,1
Osborne MS,34,2,0,36
Parkview HS,4,0,0,4
Parsons ES,4,1,0,5
Peachtree Ridge HS,8,1,1,10
Pharr ES,18,1,0,19
Puckett's Mill ES,3,0,1,4
Richards MS,2,0,0,2
Riverside ES,2,0,0,2
Roberts ES,12,0,0,12
Rock Springs ES,1,1,0,2
Rockbridge ES,4,0,0,4
Rosebud ES,3,0,1,4
Shiloh ES,2,0,1,3
Simonton ES,18,1,0,19
South Gwinnett HS,1,0,0,1
Starling ES,3,1,1,5
Stripling ES,0,0,1,1
Summerour MS,1,1,0,2
Sweetwater MS,1,1,1,3
Taylor ES,3,0,0,3
Trickum MS,3,0,2,5
Walnut Grove ES,0,1,0,1
Winn Holt ES,1,0,0,1
