School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,0,0,1
Bay Creek MS,1,0,0,1
Berkmar MS,0,0,1,1
Britt ES,2,0,0,2
Central Gwinnett HS,0,1,0,1
Collins Hill HS,8,1,0,9
Crews MS,1,0,0,1
Dacula MS,0,1,0,1
Discovery HS,0,1,0,1
Duluth HS,0,1,0,1
Duncan Creek ES,0,2,0,2
Dyer ES,2,0,1,3
Freeman's Mill ES,1,0,0,1
Grace Snell MS,1,0,1,2
Grayson ES,1,0,0,1
Grayson HS,3,1,0,4
Harmony ES,10,2,0,12
Ivy Creek ES,1,0,0,1
Jones MS,2,1,0,3
Jordan MS,1,0,0,1
Knight ES,2,0,1,3
Lanier HS,1,1,0,2
Lanier MS,3,0,0,3
Lawrenceville ES,1,0,0,1
Level Creek ES,29,3,0,32
McClure Health Science HS,3,0,0,3
Meadowcreek ES,1,1,0,2
Meadowcreek HS,2,0,2,4
Mill Creek HS,1,0,0,1
Mountain View HS,8,0,1,9
Mulberry ES,1,0,0,1
North Gwinnett MS,1,0,0,1
Pinckneyville MS,1,2,0,3
Rock Springs ES,1,0,0,1
Rosebud ES,1,0,0,1
Simpson ES,2,0,0,2
South Gwinnett HS,1,0,0,1
Stripling ES,2,1,0,3
Sugar Hill ES,1,0,0,1
Trickum MS,1,0,0,1
White Oak ES,1,0,1,2
Woodward Mill ES,0,1,0,1
