School,Close Contact,Positive Case,Suspected Case,Total
Alford ES,2,0,0,2
Arcado ES,20,1,0,21
Archer HS,12,1,0,13
Bay Creek MS,0,0,1,1
Berkmar MS,0,0,1,1
Bethesda ES,6,0,0,6
Brookwood ES,1,0,0,1
Brookwood HS,2,2,0,4
Buice Center,4,2,0,6
Burnette ES,0,0,2,2
Cedar Hill ES,10,0,1,11
Collins Hill HS,6,1,2,9
Cooper ES,8,1,2,11
Couch MS,0,1,0,1
Creekland MS,1,0,0,1
Dacula ES,0,0,1,1
Dacula HS,1,0,0,1
Dacula MS,7,1,0,8
Discovery HS,1,0,0,1
Duluth MS,0,2,1,3
Duncan Creek ES,2,0,0,2
Dyer ES,4,1,0,5
Ferguson ES,1,0,0,1
Five Forks MS,2,0,0,2
Fort Daniel ES,1,0,1,2
Grace Snell MS,1,0,0,1
Grayson ES,1,0,2,3
Grayson HS,1,0,0,1
Gwin Oaks ES,2,0,0,2
Harbins ES,3,3,0,6
Harris ES,3,0,1,4
Hopkins ES,14,0,1,15
Ivy Creek ES,3,1,0,4
Jackson ES,4,1,0,5
Jones MS,1,0,0,1
Jordan MS,4,1,0,5
Knight ES,2,0,0,2
Lanier HS,4,0,0,4
Level Creek ES,2,0,0,2
Lilburn MS,0,0,2,2
Lovin ES,0,1,0,1
Magill ES,5,0,0,5
Mason ES,0,1,1,2
McClure Health Science HS,0,0,1,1
McConnell MS,6,2,0,8
Meadowcreek HS,0,1,0,1
Mill Creek HS,58,3,1,62
Mountain View HS,11,2,0,13
Mulberry ES,4,0,0,4
Nesbit ES,2,0,0,2
Norcross HS,29,2,1,32
North Gwinnett HS,3,0,2,5
North Gwinnett MS,4,0,0,4
Northbrook MS,1,0,0,1
Osborne MS,4,0,0,4
Parkview HS,1,1,3,5
Parsons ES,1,0,0,1
Peachtree ES,10,0,2,12
Pharr ES,1,1,0,2
Richards MS,0,0,3,3
Riverside ES,5,1,0,6
Rock Springs ES,1,0,0,1
Rosebud ES,1,0,0,1
Shiloh ES,11,1,0,12
South Gwinnett HS,3,0,0,3
Sycamore ES,5,0,0,5
Taylor ES,18,0,0,18
Trickum MS,1,0,0,1
Trip ES,5,0,1,6
White Oak ES,1,1,0,2
Woodward Mill ES,1,0,1,2
