School,Close Contact,Positive Case,Suspected Case,Total
Berkmar MS,1,0,1,2
Brookwood ES,17,1,0,18
Brookwood HS,8,1,0,9
Central Gwinnett HS,5,0,0,5
Crews MS,0,1,0,1
Dacula ES,1,0,0,1
Dacula HS,0,0,1,1
Duluth HS,11,3,1,15
Grayson HS,3,1,0,4
Hopkins ES,1,0,0,1
International Transition Center,2,0,0,2
Ivy Creek ES,0,0,1,1
Jordan MS,0,1,0,1
Lanier HS,1,0,0,1
Magill ES,0,1,1,2
Mason ES,0,1,0,1
McClure Health Science HS,5,0,0,5
McKendree ES,30,1,0,31
Meadowcreek HS,11,1,1,13
Mill Creek HS,1,0,0,1
Mountain View HS,8,1,1,10
Mulberry ES,0,0,1,1
North Gwinnett MS,10,1,0,11
Pharr ES,2,0,1,3
Richards MS,7,0,3,10
Roberts ES,3,0,0,3
Rockbridge ES,18,0,0,18
Simonton ES,2,0,0,2
Snellville MS,1,0,0,1
Starling ES,1,0,0,1
Sugar Hill ES,0,0,1,1
Sweetwater MS,1,0,0,1
Trickum MS,1,0,0,1
Twin Rivers MS,1,0,0,1
White Oak ES,0,0,1,1
Woodward Mill ES,2,0,0,2
