School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,0,0,1
Alford ES,0,1,0,1
Annistown ES,2,0,0,2
Arcado ES,28,1,0,29
Archer HS,31,2,4,37
Baldwin ES,1,0,0,1
Bay Creek MS,0,2,1,3
Beaver Ridge ES,1,0,0,1
Benefield ES,1,1,0,2
Berkmar MS,5,1,1,7
Brookwood HS,6,1,0,7
Buice Center,1,0,0,1
Burnette ES,0,0,2,2
Camp Creek ES,2,0,0,2
Cedar Hill ES,0,2,0,2
Centerville ES,5,0,0,5
Chattahoochee ES,1,0,0,1
Chesney ES,1,0,0,1
Collins Hill HS,13,1,0,14
Cooper ES,2,0,0,2
Corley ES,3,0,0,3
Couch MS,1,0,0,1
Craig ES,17,1,2,20
Creekland MS,1,0,1,2
Crews MS,1,0,0,1
Dacula ES,1,0,2,3
Dacula MS,3,0,0,3
Discovery HS,1,1,0,2
Duluth HS,6,1,1,8
Duluth MS,2,0,1,3
Duncan Creek ES,28,1,0,29
Dyer ES,2,0,1,3
Five Forks MS,30,2,0,32
Fort Daniel ES,2,0,0,2
GIVE West,1,0,0,1
Grace Snell MS,0,0,1,1
Graves ES,0,0,1,1
Grayson ES,13,3,1,17
Grayson HS,2,3,0,5
Gwin Oaks ES,1,0,0,1
Harbins ES,10,1,0,11
Harmony ES,1,0,0,1
Head ES,4,1,0,5
Hull MS,0,2,1,3
Ivy Creek ES,0,0,1,1
Jackson ES,1,0,0,1
Jones MS,1,0,0,1
Jordan MS,1,0,0,1
Lanier MS,0,1,0,1
Mason ES,1,0,0,1
Maxwell,1,0,0,1
McClure Health Science HS,4,0,0,4
McConnell MS,3,0,0,3
McKendree ES,2,1,0,3
Meadowcreek ES,6,4,0,10
Meadowcreek HS,7,0,4,11
Mill Creek HS,22,2,0,24
Moore MS,6,1,0,7
Mountain Park ES,2,0,0,2
Mountain View HS,3,0,1,4
Mulberry ES,8,1,0,9
Norcross ES,2,0,1,3
Norcross HS,6,5,1,12
North Gwinnett HS,8,2,1,11
North Gwinnett MS,20,2,0,22
Norton ES,2,1,1,4
Osborne MS,5,0,0,5
Parkview HS,4,2,5,11
Patrick ES,2,0,0,2
Peachtree Ridge HS,1,0,0,1
Pinckneyville MS,1,2,0,3
Radloff MS,2,0,0,2
Richards MS,23,5,4,32
Roberts ES,2,0,0,2
Rock Springs ES,26,1,0,27
Rosebud ES,2,0,2,4
Shiloh HS,0,1,1,2
Shiloh MS,3,0,0,3
Simonton ES,2,0,0,2
Snellville MS,0,0,1,1
Starling ES,8,0,1,9
Stripling ES,2,0,0,2
Sugar Hill ES,1,0,1,2
Summerour MS,7,0,1,8
Sycamore ES,3,0,0,3
Trickum MS,2,1,0,3
Trip ES,0,0,1,1
Twin Rivers MS,2,1,0,3
White Oak ES,1,0,0,1
Winn Holt ES,1,0,0,1
Woodward Mill ES,4,0,0,4
