School,Close Contact,Positive Case,Suspected Case,Total
Anderson-Livsey ES,0,1,0,1
Archer HS,12,2,2,16
Baldwin ES,0,1,0,1
Bay Creek MS,22,2,0,24
Beaver Ridge ES,2,0,0,2
Benefield ES,0,0,2,2
Berkmar MS,8,1,0,9
Bethesda ES,9,1,1,11
Brookwood HS,1,1,0,2
Buice Center,0,2,0,2
Camp Creek ES,35,0,2,37
Cedar Hill ES,18,1,1,20
Chattahoochee ES,0,0,1,1
Collins Hill HS,1,1,0,2
Craig ES,1,0,0,1
Creekland MS,1,0,0,1
Crews MS,10,1,0,11
Dacula ES,4,0,3,7
Dacula MS,21,1,0,22
Discovery HS,0,1,0,1
Duluth HS,9,0,0,9
Ferguson ES,1,0,2,3
Five Forks MS,2,0,0,2
Freeman's Mill ES,0,1,0,1
GIVE East,5,1,0,6
Grayson ES,2,0,1,3
Grayson HS,1,0,0,1
Harbins ES,1,0,0,1
Jackson ES,1,1,0,2
Jones MS,2,0,0,2
Jordan MS,0,1,0,1
Knight ES,1,0,0,1
Lanier HS,1,0,0,1
Maxwell,1,0,0,1
McClure Health Science HS,0,0,1,1
McConnell MS,20,3,0,23
Meadowcreek ES,0,1,2,3
Meadowcreek HS,11,1,1,13
Mill Creek HS,51,2,1,54
Minor ES,19,1,1,21
Moore MS,2,0,1,3
Mountain View HS,20,0,2,22
Mulberry ES,0,0,2,2
Nesbit ES,1,1,0,2
Norcross HS,0,1,0,1
North Gwinnett MS,1,0,0,1
Northbrook MS,1,0,0,1
Parkview HS,12,4,1,17
Parsons ES,0,1,0,1
Partee ES,1,0,0,1
Patrick ES,1,0,0,1
Peachtree ES,7,0,2,9
Pharr ES,0,0,1,1
Pinckneyville MS,1,0,0,1
Radloff MS,0,1,0,1
Richards MS,2,0,1,3
Rockbridge ES,0,0,1,1
Shiloh HS,1,0,0,1
Shiloh MS,2,0,0,2
Simonton ES,22,0,1,23
Starling ES,5,0,1,6
Sweetwater MS,1,0,0,1
Sycamore ES,2,0,1,3
Trip ES,31,2,0,33
Twin Rivers MS,25,0,1,26
Walnut Grove ES,15,0,0,15
White Oak ES,2,0,0,2
Woodward Mill ES,12,1,0,13
