School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,1,0,2
Berkmar MS,1,0,0,1
Brookwood HS,1,0,0,1
Coleman MS,0,1,0,1
Collins Hill HS,7,1,0,8
Couch MS,3,0,0,3
Creekland MS,0,0,1,1
Dacula ES,1,0,2,3
Duluth MS,1,0,0,1
Duncan Creek ES,10,1,0,11
Dyer ES,1,0,0,1
GIVE East,1,0,0,1
Grace Snell MS,0,1,0,1
Grayson ES,7,0,1,8
"Gwinnett School of Mathematics, Science, and Technology",1,0,0,1
Harbins ES,0,0,1,1
Harris ES,0,1,0,1
Head ES,1,0,0,1
International Transition Center,1,0,0,1
Lanier MS,1,0,2,3
Lawrenceville ES,3,0,0,3
Magill ES,0,1,1,2
McClure Health Science HS,1,0,0,1
McConnell MS,1,0,0,1
McKendree ES,2,0,0,2
Meadowcreek HS,11,0,1,12
Mill Creek HS,2,0,0,2
Mountain Park ES,8,1,0,9
Mountain View HS,8,2,0,10
Mulberry ES,1,0,0,1
Norcross ES,1,0,0,1
Norcross HS,0,0,1,1
North Gwinnett HS,2,0,0,2
Peachtree ES,8,0,4,12
Pharr ES,1,0,1,2
Puckett's Mill ES,1,0,1,2
Rosebud ES,1,0,0,1
Shiloh HS,0,0,1,1
Simonton ES,0,0,1,1
Sweetwater MS,0,1,0,1
Taylor ES,1,0,0,1
Twin Rivers MS,1,0,0,1
