School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,0,0,3,3
Archer HS,2,0,1,3
Baldwin ES,0,0,2,2
Bay Creek MS,0,0,2,2
Bethesda ES,1,0,1,2
Buice Center,3,0,2,5
Cedar Hill ES,12,0,2,14
Chesney ES,5,0,1,6
Collins Hill HS,1,0,2,3
Corley ES,0,0,1,1
Creekland MS,2,0,1,3
Crews MS,0,0,1,1
Dacula ES,1,0,0,1
Dacula MS,1,0,0,1
Duluth HS,0,0,2,2
Duluth MS,3,0,1,4
Dyer ES,7,0,3,10
Freeman's Mill ES,1,0,0,1
Grace Snell MS,1,0,0,1
Harbins ES,1,0,0,1
Jordan MS,0,0,4,4
Knight ES,0,0,1,1
Lanier MS,1,0,0,1
Lawrenceville ES,1,0,0,1
Level Creek ES,1,0,1,2
Lilburn ES,0,0,1,1
Lovin ES,0,0,2,2
Magill ES,1,0,0,1
McKendree ES,0,0,1,1
Meadowcreek ES,0,0,4,4
Meadowcreek HS,0,0,2,2
Mill Creek HS,1,0,0,1
Minor ES,1,0,0,1
Moore MS,1,0,0,1
Mountain Park ES,0,0,1,1
Mountain View HS,1,0,1,2
Mulberry ES,5,0,2,7
Nesbit ES,0,0,1,1
Norcross ES,0,0,2,2
Norcross HS,1,0,0,1
North Gwinnett HS,5,0,2,7
North Gwinnett MS,1,0,0,1
Osborne MS,4,0,1,5
Parkview HS,0,0,1,1
Peachtree ES,2,0,0,2
Peachtree Ridge HS,1,0,0,1
Pharr ES,19,0,1,20
Radloff MS,0,0,1,1
Roberts ES,0,0,1,1
Shiloh MS,1,0,1,2
Sugar Hill ES,1,0,0,1
Sweetwater MS,1,0,1,2
Taylor ES,0,0,1,1
Twin Rivers MS,0,0,2,2
White Oak ES,0,0,2,2
