School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,0,0,1
Archer HS,4,0,0,4
Brookwood ES,1,0,0,1
Brookwood HS,5,1,0,6
Buice Center,1,1,0,2
Collins Hill HS,4,1,0,5
Cooper ES,5,1,0,6
Couch MS,3,1,0,4
Dacula ES,1,0,0,1
Discovery HS,0,0,1,1
Duluth HS,59,1,1,61
Fort Daniel ES,2,0,0,2
Grayson HS,9,2,0,11
Harbins ES,3,0,1,4
Hull MS,21,1,1,23
Jackson ES,14,1,0,15
Jones MS,17,0,0,17
Kanoheda ES,1,0,0,1
Knight ES,2,0,1,3
Lanier HS,7,1,0,8
Lanier MS,1,0,0,1
Level Creek ES,2,0,0,2
Lilburn ES,7,1,0,8
Lilburn MS,17,0,0,17
Lovin ES,6,1,0,7
Mason ES,1,0,0,1
McClure Health Science HS,0,0,1,1
McConnell MS,2,0,0,2
Meadowcreek ES,2,0,0,2
Norcross HS,1,0,0,1
North Gwinnett MS,1,0,0,1
Osborne MS,1,0,0,1
Parkview HS,2,0,1,3
Parsons ES,1,0,0,1
Peachtree ES,0,0,1,1
Peachtree Ridge HS,0,0,1,1
Pharr ES,0,1,0,1
Puckett's Mill ES,1,0,1,2
Roberts ES,1,0,0,1
South Gwinnett HS,1,0,0,1
Sugar Hill ES,1,0,0,1
Trickum MS,1,0,0,1
White Oak ES,1,0,0,1
