School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,2,0,3,5
Alford ES,6,1,0,7
Archer HS,31,2,1,34
Beaver Ridge ES,1,0,0,1
Berkmar HS,3,0,0,3
Britt ES,2,0,0,2
Brookwood ES,3,0,0,3
Brookwood HS,0,0,1,1
Chattahoochee ES,0,0,1,1
Couch MS,1,0,0,1
Creekland MS,2,1,1,4
Dacula MS,19,0,1,20
Discovery HS,0,1,0,1
Duluth HS,7,0,2,9
Five Forks MS,1,0,0,1
Fort Daniel ES,6,0,0,6
GIVE East,0,0,1,1
Graves ES,0,0,1,1
Grayson ES,10,0,1,11
Grayson HS,18,4,0,22
Knight ES,9,0,3,12
Lanier HS,50,0,0,50
Lanier MS,13,1,2,16
Lawrenceville ES,21,1,0,22
Level Creek ES,3,0,0,3
Lilburn MS,1,0,0,1
Magill ES,23,0,0,23
McClure Health Science HS,1,0,0,1
McConnell MS,15,1,0,16
Meadowcreek ES,1,0,0,1
Mill Creek HS,4,1,0,5
Minor ES,3,0,1,4
Mountain View HS,9,0,2,11
Nesbit ES,2,1,0,3
Norcross ES,1,0,0,1
North Gwinnett HS,2,1,0,3
North Gwinnett MS,3,1,0,4
Norton ES,1,0,0,1
Osborne MS,15,0,1,16
Parkview HS,4,0,5,9
Patrick ES,2,0,0,2
Peachtree ES,5,1,2,8
Peachtree Ridge HS,1,0,0,1
Pharr ES,2,0,0,2
Puckett's Mill ES,5,0,1,6
Richards MS,15,0,4,19
Rockbridge ES,0,1,0,1
Shiloh MS,1,0,0,1
Simonton ES,0,0,1,1
Simpson ES,1,0,0,1
South Gwinnett HS,2,1,2,5
Starling ES,2,0,0,2
Sugar Hill ES,4,0,2,6
Sweetwater MS,1,0,0,1
Twin Rivers MS,0,1,0,1
White Oak ES,2,0,0,2
Winn Holt ES,14,0,2,16
