School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,3,0,2,5
Arcado ES,20,1,0,21
Archer HS,26,2,2,30
Baggett ES,5,1,0,6
Bay Creek MS,6,1,0,7
Benefield ES,0,1,0,1
Berkeley Lake ES,3,0,0,3
Berkmar HS,1,1,0,2
Brookwood ES,1,0,0,1
Brookwood HS,2,0,0,2
Buice Center,9,1,0,10
Craig ES,6,1,0,7
Creekland MS,1,0,0,1
Dacula ES,2,0,1,3
Dacula MS,3,0,0,3
Discovery HS,1,0,0,1
Duluth HS,0,1,0,1
Dyer ES,3,0,1,4
Ferguson ES,0,1,0,1
Five Forks MS,1,0,0,1
GIVE East,12,1,0,13
Grayson ES,1,0,0,1
Grayson HS,7,1,0,8
Hopkins ES,1,0,0,1
Ivy Creek ES,0,0,1,1
Kanoheda ES,1,0,0,1
Lanier HS,13,0,0,13
Lanier MS,1,0,0,1
Mason ES,2,0,0,2
McClure Health Science HS,3,0,1,4
McConnell MS,0,1,0,1
McKendree ES,1,0,0,1
Meadowcreek HS,3,0,0,3
Mill Creek HS,3,0,0,3
Minor ES,2,0,0,2
Mountain View HS,6,2,1,9
Mulberry ES,4,1,0,5
North Gwinnett MS,13,0,0,13
Northbrook MS,0,0,1,1
Osborne MS,2,0,1,3
Parkview HS,6,0,0,6
Paul Duke STEM HS,1,0,0,1
Puckett's Mill ES,3,0,1,4
Richards MS,1,0,0,1
Riverside ES,5,0,2,7
Rockbridge ES,18,0,0,18
Shiloh MS,24,1,0,25
Simonton ES,1,0,0,1
Simpson ES,15,1,0,16
Snellville MS,3,1,0,4
Starling ES,1,0,0,1
Sugar Hill ES,1,0,0,1
Sweetwater MS,1,0,0,1
Taylor ES,0,1,0,1
White Oak ES,13,0,0,13
Woodward Mill ES,1,0,0,1
