School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,13,1,0,14
Archer HS,1,1,0,2
Baggett ES,1,1,0,2
Berkmar MS,0,0,1,1
Buice Center,3,1,0,4
Chattahoochee ES,52,1,1,54
Coleman MS,11,1,0,12
Collins Hill HS,6,0,0,6
Cooper ES,8,0,1,9
Craig ES,0,1,0,1
Creekland MS,1,0,0,1
Crews MS,0,1,0,1
Dacula HS,1,0,0,1
Duluth HS,3,0,0,3
Duluth MS,0,0,2,2
Dyer ES,6,0,1,7
Grayson ES,23,0,3,26
Grayson HS,2,1,0,3
Harmony ES,1,0,0,1
Head ES,0,0,1,1
Ivy Creek ES,2,0,0,2
Jordan MS,1,0,0,1
Knight ES,0,1,0,1
Lawrenceville ES,8,3,0,11
Mason ES,1,0,0,1
McClure Health Science HS,15,1,0,16
Meadowcreek HS,14,0,1,15
Mill Creek HS,1,1,0,2
North Gwinnett HS,3,1,0,4
North Gwinnett MS,6,0,0,6
Osborne MS,1,0,0,1
Parkview HS,10,3,0,13
Patrick ES,0,1,0,1
Peachtree Ridge HS,0,2,0,2
Richards MS,2,0,0,2
Rosebud ES,12,0,1,13
Shiloh HS,1,0,0,1
Shiloh MS,1,1,0,2
South Gwinnett HS,11,0,0,11
Starling ES,2,0,0,2
Sycamore ES,0,1,0,1
Twin Rivers MS,1,0,0,1
Woodward Mill ES,0,1,0,1
