School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,2,0,2,4
Alford ES,25,0,1,26
Anderson-Livsey ES,1,0,0,1
Archer HS,1,0,0,1
Berkmar MS,4,1,0,5
Britt ES,1,0,1,2
Brookwood HS,1,0,0,1
Cedar Hill ES,1,0,0,1
Central Gwinnett HS,7,1,0,8
Chattahoochee ES,10,1,0,11
Coleman MS,1,0,0,1
Collins Hill HS,1,0,0,1
Creekland MS,0,0,1,1
Dacula ES,0,0,1,1
Dacula HS,1,0,1,2
Dacula MS,14,1,0,15
Discovery HS,11,1,0,12
Duluth HS,4,1,2,7
Duluth MS,1,0,1,2
Dyer ES,1,0,0,1
Fort Daniel ES,1,0,0,1
Freeman's Mill ES,1,0,0,1
GIVE East,1,0,0,1
Grayson HS,1,0,0,1
Gwin Oaks ES,1,0,0,1
Jones MS,1,0,0,1
Kanoheda ES,1,0,1,2
Knight ES,1,0,1,2
Lilburn ES,0,0,1,1
Lovin ES,1,0,0,1
Mason ES,1,0,0,1
McClure Health Science HS,2,0,0,2
Meadowcreek ES,2,4,0,6
Mill Creek HS,28,1,0,29
Mountain View HS,2,0,0,2
North Gwinnett HS,7,2,2,11
Parkview HS,1,0,0,1
Peachtree ES,11,0,1,12
Peachtree Ridge HS,2,1,0,3
Richards MS,0,0,1,1
South Gwinnett HS,2,0,1,3
Summerour MS,0,0,1,1
Trip ES,1,0,0,1
Twin Rivers MS,15,1,2,18
